team,manager,manager_team,manager_start_date,manager_end_date,n,wins,draws,losses,points,points_per_game,contexG_attack_mean,opp_contexG_attack_mean,contexG_attack_share,contexG_defence_mean,opp_contexG_defence_mean,contexG_defence_share,opp_adj_contexg_diff_mean,opp_opp_adj_contexg_diff_mean,opp_adj_contexg_diff_share,touches_mean,opp_touches_mean,touches_share,touches_box_mean,opp_touches_box_mean,touches_box_share,progressive_passes_mean,opp_progressive_passes_mean,progressive_passes_share,crosses_mean,opp_crosses_mean,crosses_share,shots_mean,opp_shots_mean,shots_share,goals_mean,opp_goals_mean,goals_share,xg_mean,opp_xg_mean,xg_share,shots_box_mean,opp_shots_box_mean,shots_box_share
Leicester,Ruud van Nistelrooy,Ruud van Nistelrooy - Leicester,2024-12-01,,25,4,3,18,15,0.6,0.9479436452820947,2.129748846938583,0.30800466507884144,2.129748846938583,0.9479436452820947,0.6919953349211585,-1.0827026000000002,0.09826855999999999,1.099822391350872,607.24,714.0,0.4595985589294905,16.56,33.6,0.33014354066985646,32.8,46.04,0.4160324708269913,16.6,19.28,0.46265328874024525,8.48,16.76,0.3359746434231379,0.72,2.08,0.2571428571428572,0.91433404,2.20235376,0.2933672214457926,5.76,11.44,0.33488372093023255
Liverpool,Arne Slot,Arne Slot - Liverpool,2024-08-16,,38,25,9,4,84,2.210526315789474,2.392134582037882,1.0707951587917415,0.6907834582473487,1.0707951587917415,2.392134582037882,0.3092165417526514,1.2443681842105263,-0.04954123684210526,1.0414631063947952,717.0526315789474,574.6578947368421,0.5551186716919629,37.63157894736842,22.18421052631579,0.6291245050593929,46.68421052631579,32.78947368421053,0.5874172185430463,19.18421052631579,13.18421052631579,0.5926829268292683,17.105263157894736,10.210526315789474,0.6262042389210019,2.289473684210526,1.0526315789473684,0.68503937007874,2.4536668684210525,1.1136979210526317,0.6878093531844994,12.631578947368421,6.473684210526316,0.6611570247933884
Manchester City,Pep Guardiola,Pep Guardiola - Manchester City,2024-08-16,,38,21,8,9,71,1.868421052631579,2.0921209012427755,1.1552733532017492,0.6442460438486667,1.1552733532017492,2.0921209012427755,0.3557539561513333,0.8896289210526315,-0.08259534210526316,1.1023443686358059,776.8421052631579,542.8947368421053,0.5886340977068792,38.0,19.55263157894737,0.66026520347508,47.026315789473685,31.157894736842106,0.6014809828340626,17.342105263157894,11.973684210526315,0.5915619389587073,16.026315789473685,9.368421052631579,0.6310880829015544,1.9210526315789473,1.131578947368421,0.6293103448275863,1.9249586842105264,1.392189394736842,0.5803053220407858,10.18421052631579,7.105263157894737,0.5890410958904109
Manchester United,Erik ten Hag,Erik ten Hag - Manchester United,2024-08-16,2024-10-28,9,3,2,4,11,1.2222222222222223,1.6380715847891718,1.586685564400343,0.5079674248341063,1.586685564400343,1.6380715847891718,0.4920325751658937,0.09158655555555556,0.000726111111111131,0.9921342201744311,691.3333333333334,639.5555555555555,0.5194523292703289,28.444444444444443,25.88888888888889,0.523517382413088,42.888888888888886,40.44444444444444,0.5146666666666666,17.22222222222222,14.555555555555555,0.5419580419580419,14.444444444444445,11.666666666666666,0.5531914893617021,0.8888888888888888,1.2222222222222223,0.42105263157894735,1.7385986666666666,1.9461547777777777,0.4718358210066882,8.777777777777779,8.88888888888889,0.4968553459119497
Manchester United,Ruud van Nistelrooy (interim),Ruud van Nistelrooy (interim) - Manchester United,2024-10-28,2024-11-11,2,1,1,0,4,2.0,1.2783163198749967,1.0341526800339678,0.5527928460555884,1.0341526800339678,1.2783163198749967,0.4472071539444116,-0.16200349999999997,0.031767000000000004,1.2439177957024337,647.5,678.5,0.4883107088989442,20.0,20.5,0.49382716049382713,32.0,33.5,0.48854961832061067,14.0,17.5,0.4444444444444444,12.0,9.5,0.5581395348837209,1.5,1.0,0.6,1.6987,0.8140025,0.6760450152773757,7.0,6.0,0.5384615384615384
Manchester United,Ruben Amorim,Ruben Amorim - Manchester United,2024-11-11,,27,7,6,14,27,1.0,1.4431451629953274,1.3254528617083565,0.5212548553883273,1.3254528617083565,1.4431451629953274,0.4787451446116727,0.16046033333333332,-0.027890333333333343,1.2103819365869606,686.6296296296297,609.0,0.5299582642501859,27.51851851851852,21.48148148148148,0.5616024187452759,40.2962962962963,39.03703703703704,0.5079365079365079,16.59259259259259,16.074074074074073,0.5079365079365079,13.925925925925926,10.851851851851851,0.56203288490284,1.2222222222222223,1.5185185185185186,0.44594594594594594,1.402463777777778,1.5401522962962961,0.47660440318198094,8.925925925925926,7.333333333333333,0.5489749430523918
Newcastle United,Eddie Howe,Eddie Howe - Newcastle United,2024-08-16,,38,20,6,12,66,1.736842105263158,1.7533882977597848,1.3555334206304095,0.563985991473498,1.3555334206304095,1.7533882977597848,0.4360140085265021,0.39980639473684204,-0.0035214736842105435,1.0088862167020047,646.3684210526316,620.2368421052631,0.5103155970164759,30.710526315789473,24.86842105263158,0.5525568181818181,44.94736842105263,41.3421052631579,0.5208905154010369,18.57894736842105,17.210526315789473,0.5191176470588236,13.868421052631579,12.5,0.5259481037924152,1.7894736842105263,1.236842105263158,0.591304347826087,1.8811069736842108,1.4204530526315788,0.569763069182582,9.947368421052632,8.552631578947368,0.5376955903271693
Nottingham Forest,Nuno Espirito Santo,Nuno Espirito Santo - Nottingham Forest,2024-08-16,,38,19,8,11,65,1.7105263157894737,1.312517180139539,1.4712522551541865,0.47148918423305075,1.4712522551541865,1.312517180139539,0.5285108157669492,-0.1462092894736842,-0.0009500263157894714,0.9935442325843062,535.1842105263158,690.5526315789474,0.4366224397784361,22.0,30.105263157894736,0.4222222222222222,40.60526315789474,48.36842105263158,0.4563738538893818,16.42105263157895,23.342105263157894,0.41297154202514896,12.18421052631579,14.0,0.4653266331658292,1.5,1.236842105263158,0.548076923076923,1.3881382368421051,1.4715182105263158,0.4854213302858565,7.7368421052631575,9.394736842105264,0.45161290322580644
Southampton,Russell Martin,Russell Martin - Southampton,2024-08-16,2024-12-15,15,1,2,12,5,0.3333333333333333,1.184879427274052,2.309130229134432,0.33911738769834926,2.309130229134432,1.184879427274052,0.6608826123016507,-1.0345090666666665,-0.026599133333333358,0.9749326851556389,693.0666666666667,617.4,0.5288701226026352,22.133333333333333,38.13333333333333,0.3672566371681416,34.86666666666667,41.8,0.45478260869565224,15.2,20.266666666666666,0.42857142857142855,9.333333333333334,18.6,0.3341288782816229,0.7333333333333333,2.066666666666667,0.26190476190476186,1.2627806666666668,2.575412,0.32900398086668914,7.0,12.533333333333333,0.35836177474402736
Southampton,Simon Rusk (interim),Simon Rusk (interim) - Southampton,2024-12-15,2024-12-22,1,0,0,1,0,0.0,0.6880523723422792,3.0938424897593837,0.18193323649402482,3.0938424897593837,0.6880523723422792,0.8180667635059752,-2.602228,1.305163,2.006243326278945,580.0,757.0,0.4338070306656694,17.0,28.0,0.37777777777777777,24.0,27.0,0.47058823529411764,13.0,15.0,0.4642857142857143,9.0,18.0,0.3333333333333333,0.0,5.0,0.0,1.27356,3.89322,0.24649007699185954,5.0,16.0,0.23809523809523808
Southampton,Ivan Juric,Ivan Juric - Southampton,2024-12-22,2025-04-07,15,1,2,12,5,0.3333333333333333,0.9048457571432067,2.292693437889797,0.2829819126373108,2.292693437889797,0.9048457571432067,0.7170180873626891,-1.3545747333333333,0.037653666666666696,1.0285921970722012,619.0666666666667,681.0666666666667,0.4761562916623936,18.333333333333332,32.266666666666666,0.36231884057971014,42.0,49.8,0.4575163398692811,15.0,15.533333333333333,0.49126637554585156,9.466666666666667,16.4,0.36597938144329895,0.7333333333333333,2.6,0.21999999999999997,0.9206046000000001,2.7711365333333333,0.2493686763916654,6.666666666666667,11.666666666666666,0.3636363636363637
Southampton,Simon Rusk (interim),Simon Rusk (interim) - Southampton,2025-04-07,,7,0,2,5,2,0.2857142857142857,0.8250310433084095,2.126567138974745,0.27952010821141715,2.126567138974745,0.8250310433084095,0.7204798917885828,-1.285992,0.020031714285714257,1.0158233354645971,561.8571428571429,711.7142857142857,0.4411665731912508,15.285714285714286,40.142857142857146,0.2757731958762887,29.142857142857142,53.0,0.3547826086956522,12.142857142857142,29.571428571428573,0.2910958904109589,7.428571428571429,19.857142857142858,0.27225130890052357,0.42857142857142855,1.7142857142857142,0.19999999999999998,0.6581252857142857,2.0365942857142856,0.24422774551096946,5.142857142857143,13.142857142857142,0.28125000000000006
Tottenham,Ange Postecoglou,Ange Postecoglou - Tottenham,2024-08-16,,38,11,5,22,38,1.0,1.593040824539586,1.6094594890129719,0.49743658659393347,1.6094594890129719,1.593040824539586,0.5025634134060666,-0.02829413157894736,-0.004788131578947389,0.8552659001563879,682.1315789473684,594.2894736842105,0.5344095332343725,28.473684210526315,27.842105263157894,0.5056074766355141,39.44736842105263,39.078947368421055,0.5023458445040214,19.789473684210527,18.394736842105264,0.5182632667126119,13.18421052631579,13.81578947368421,0.48830409356725146,1.7105263157894737,1.6842105263157894,0.5038759689922481,1.720091763157895,1.795552552631579,0.4892678577956857,9.447368421052632,9.789473684210526,0.4911080711354309
West Ham,Julen Lopetegui,Julen Lopetegui - West Ham,2024-08-16,2025-01-08,20,6,5,9,23,1.15,1.334387033942009,1.9720991180558098,0.4035664970608621,1.9720991180558098,1.334387033942009,0.5964335029391379,-0.5609101,0.1022272,1.2228711818120972,617.05,676.45,0.47703904136064934,25.65,32.5,0.4411006018916595,42.85,45.5,0.48500282965478214,16.35,20.8,0.44010767160161507,14.7,16.6,0.4696485623003195,1.25,1.9,0.39682539682539686,1.51805085,2.09913075,0.41967780937512233,10.4,11.7,0.47058823529411764
West Ham,Graham Potter,Graham Potter - West Ham,2025-01-09,,18,5,5,8,20,1.1111111111111112,1.139579048343899,1.5297996621257934,0.42690797071030195,1.5297996621257934,1.139579048343899,0.573092029289698,-0.44120522222222225,-0.049083833333333354,0.8998879685827057,667.8333333333334,648.1111111111111,0.5074935618693799,20.61111111111111,27.555555555555557,0.42791234140715106,40.888888888888886,41.833333333333336,0.4942914707857622,15.944444444444445,21.944444444444443,0.4208211143695015,10.277777777777779,14.11111111111111,0.4214123006833713,1.1666666666666667,1.3333333333333333,0.4666666666666667,1.1237796111111111,1.4502751666666667,0.43657952457456556,7.166666666666667,8.722222222222221,0.45104895104895104
Wolverhampton Wanderers,Gary O'Neil,Gary O'Neil - Wolverhampton Wanderers,2024-08-16,2024-12-15,16,2,3,11,9,0.5625,1.1290831324857056,1.729835649451564,0.394933616029698,1.729835649451564,1.1290831324857056,0.605066383970302,-0.5243375625,0.1675345,1.4695433352677574,594.625,659.625,0.4740881004584413,20.75,34.4375,0.37599093997734995,38.9375,49.25,0.44153082919914954,13.5625,20.8125,0.39454545454545453,11.1875,14.5625,0.4344660194174757,1.6875,2.3125,0.421875,1.0979630625,1.8577958125,0.37146570777022536,7.1875,10.1875,0.4136690647482014
Wolverhampton Wanderers,Vitor Pereira,Vitor Pereira - Wolverhampton Wanderers,2024-12-19,,22,10,3,9,33,1.5,1.2229850948204002,1.4413054732969441,0.45902842184536674,1.4413054732969441,1.2229850948204002,0.5409715781546331,-0.23585768181818184,-0.08141104545454546,0.7434003465946275,651.0,663.4545454545455,0.49526246628397536,20.09090909090909,23.636363636363637,0.45945945945945943,37.5,42.04545454545455,0.4714285714285714,16.09090909090909,17.363636363636363,0.4809782608695652,11.590909090909092,10.954545454545455,0.5141129032258065,1.3181818181818181,1.3636363636363635,0.4915254237288136,1.2637791818181818,1.4476101363636362,0.46610022889137764,7.0,7.590909090909091,0.47975077881619943
